cpu_name,passmark_score,passmark_rank,passmark_value
Intel Xeon W3690 @ 3.47GHz,7226,1459,144.55
Intel Xeon w5-2445,32251,282,38.44
Intel Xeon w5-2455X,37857,219,33.19
Intel Xeon w5-2465X,46906,153,30.88
Intel Xeon w5-2545,41688,190,46.89
Intel Xeon w5-2555X,51912,127,48.56
Intel Xeon w5-2565X,56653,108,42.31
Intel Xeon w5-3423,28273,357,23.78
Intel Xeon w5-3425,36726,229,30.89
Intel Xeon w5-3433,34849,243,
Intel Xeon w5-3435X,46265,158,27.16
Intel Xeon W5580 @ 3.20GHz,3368,2290,5.81
Intel Xeon W5590 @ 3.33GHz,3342,2301,2.38
Intel Xeon w7-2475X,55249,113,30.88
Intel Xeon w7-2495X,58228,96,22.36
Intel Xeon w7-2575X,61402,79,36.35
Intel Xeon w7-3445,47108,152,23.68
Intel Xeon w7-3455,57164,105,22.97
Intel Xeon w7-3465X,65879,63,22.8
Intel Xeon w7-3565X,76649,40,28.5
Intel Xeon w9-3475X,65034,65,16.01
Intel Xeon w9-3495X,92363,20,15.68
Intel Xeon w9-3575X,81519,34,21.51
Intel Xeon w9-3595X,100127,13,17.0
Intel Xeon X3210 @ 2.13GHz,1293,3465,6.96
Intel Xeon X3220 @ 2.40GHz,1973,2992,29.83
Intel Xeon X3230 @ 2.66GHz,2052,2946,5.86
Intel Xeon X3320 @ 2.50GHz,1986,2984,8.65
Intel Xeon X3323 @ 2.50GHz,1837,3084,94.86
Intel Xeon X3330 @ 2.66GHz,2111,2912,10.05
Intel Xeon X3350 @ 2.66GHz,2263,2820,37.73
Intel Xeon X3353 @ 2.66GHz,2229,2846,30.33
Intel Xeon X3360 @ 2.83GHz,2398,2737,59.97
Intel Xeon X3363 @ 2.83GHz,2358,2763,26.92
Intel Xeon X3370 @ 3.00GHz,2465,2698,61.63
Intel Xeon X3380 @ 3.16GHz,2568,2645,5.04
Intel Xeon X3430 @ 2.40GHz,2299,2795,20.36
Intel Xeon X3440 @ 2.53GHz,2773,2545,64.49
Intel Xeon X3450 @ 2.67GHz,2853,2517,73.15
Intel Xeon X3460 @ 2.80GHz,2957,2468,40.49
Intel Xeon X3470 @ 2.93GHz,3268,2334,34.56
Intel Xeon X3480 @ 3.07GHz,3273,2333,
Intel Xeon X5260 @ 3.33GHz,1238,3515,95.2
Intel Xeon X5270 @ 3.50GHz,1524,3300,
Intel Xeon X5272 @ 3.40GHz,1451,3344,10.36
Intel Xeon X5355 @ 2.66GHz,1979,2987,6.6
Intel Xeon X5365 @ 3.00GHz,2331,2779,17.94
Intel Xeon X5450 @ 3.00GHz,2389,2742,47.82
Intel Xeon X5460 @ 3.16GHz,2572,2644,11.71
Intel Xeon X5470 @ 3.33GHz,2901,2496,16.12
Intel Xeon X5472 @ 3.00GHz,2197,2861,9.76
Intel Xeon X5482 @ 3.20GHz,2755,2554,27.56
Intel Xeon X5492 @ 3.40GHz,2912,2489,2.09
Intel Xeon X5550 @ 2.67GHz,3027,2433,30.89
Intel Xeon X5560 @ 2.80GHz,3124,2393,31.24
Intel Xeon X5570 @ 2.93GHz,3310,2319,33.1
Intel Xeon X5647 @ 2.93GHz,4441,1978,222.81
Intel Xeon X5650 @ 2.67GHz,5715,1724,38.11
Intel Xeon X5660 @ 2.80GHz,6015,1683,40.11
Intel Xeon X5667 @ 3.07GHz,4659,1934,258.26
Intel Xeon X5670 @ 2.93GHz,6104,1659,61.04
Intel Xeon X5672 @ 3.20GHz,4996,1884,111.05
Intel Xeon X5675 @ 3.07GHz,6395,1600,457.46
Intel Xeon X5677 @ 3.47GHz,5043,1876,45.84
Intel Xeon X5679 @ 3.20GHz,7095,1478,
Intel Xeon X5680 @ 3.33GHz,6833,1519,284.84
Intel Xeon X5687 @ 3.60GHz,5309,1819,27.95
Intel Xeon X5690 @ 3.47GHz,7037,1488,37.79
Intel Xeon X5698 @ 4.40GHz,3447,2249,
Intel Xeon X6550 @ 2.00GHz,1936,3016,24.5
JLQ JR510,1039,3716,
"lisa based Qualcomm Technologies, Inc. SM7325",5456,1791,
M7221,760,4017,
Manta,356,4484,
"Mars based on Qualcomm Technologies, Inc SM8350",5230,1842,
Mediatek Dimensity 7025 (MT6855),4577,1950,
Mediatek Dimensity 7200-Pro (MT6886),4717,1923,
Mediatek Dimensity 7300-Ultra (MT6878),6874,1515,
Mediatek Dimensity 8200-Ultimate (MT6896),7435,1423,
Mediatek Dimensity 9200 (MT6985),7878,1365,
Mediatek DM700,4471,1973,
MediaTek G85 (MT6769Z),2742,2557,
MediaTek G88 (MT6769H),2769,2548,
MediaTek G99 Ultimate (MT6789),4237,2031,
MediaTek Kompanio 520/528 (MT8186/MT8186T),3650,2193,
MediaTek MT6735,577,4240,
MediaTek MT6737,465,4364,
MediaTek MT6737M,427,4392,
MediaTek MT6737T,689,4109,
Mediatek MT6739,695,4096,
MediaTek MT6739WA,395,4441,
MediaTek MT6739WW,438,4382,
MediaTek MT6750,1047,3708,
MediaTek MT6750T,1187,3565,
MediaTek MT6750V/WT,1153,3602,
MediaTek MT6753,1015,3742,
MediaTek MT6753T,1149,3608,
MediaTek MT6757CD,1761,3144,
MediaTek MT6757V,1846,3077,
Mediatek MT6761,1166,3585,
Mediatek MT6761V/CAB,1069,3687,
MediaTek MT6761V/WBB,780,3997,
Mediatek MT6761V/WD,744,4041,
MediaTek MT6761V/WE,757,4023,
Mediatek MT6762,1810,3105,
MediaTek MT6762G,1231,3520,
MediaTek MT6762V/CA,1272,3480,
MediaTek MT6762V/CB,1620,3220,
MediaTek MT6762V/CN,611,4198,
MediaTek MT6762V/WA,1470,3331,
MediaTek MT6762V/WB,1449,3348,
MediaTek MT6762V/WD,1569,3260,
MediaTek MT6762V/WR,1545,3282,
MediaTek MT6763V/CE,2130,2903,
MediaTek MT6763V/V,1585,3248,
Mediatek MT6765,1688,3179,
MediaTek MT6765G,1650,3206,
Mediatek MT6765H,2098,2917,
MediaTek MT6765V/CA,1842,3081,
MediaTek MT6765V/CB,1884,3055,
Mediatek MT6765V/WA,2186,2873,
Mediatek MT6765V/WB,1771,3140,
Mediatek MT6765V/XBA,1610,3225,
Mediatek MT6768,2758,2552,
Mediatek MT6768G,3232,2346,
MediaTek MT6768V/CA,2328,2781,
Mediatek MT6769,3077,2414,
MediaTek MT6769T,2560,2649,
MediaTek MT6769V/CB,2419,2723,
Mediatek MT6769V/CT,2543,2657,
MediaTek MT6769V/CU,2715,2567,
MediaTek MT6769V/WB,2192,2866,
MediaTek MT6771V/C,2681,2585,
MediaTek MT6771V/CT,2659,2594,
MediaTek MT6771V/W,2445,2707,
MediaTek MT6771V/WM,2225,2850,
MediaTek MT6771V/WT,2387,2744,
Mediatek MT6779,3443,2251,
MediaTek MT6779V/CE,3087,2412,
MediaTek MT6779V/CU,2622,2613,
MediaTek MT6779V/CV,2712,2569,
Mediatek MT6781,3809,2145,
Mediatek MT6781V/CD,3746,2165,
Mediatek MT6781V/CDZAMB-H,4182,2041,
Mediatek MT6785,3618,2203,
MediaTek MT6785V/CC,3406,2268,
MediaTek MT6785V/CD,3649,2194,
Mediatek MT6789V/CD,4277,2020,
MediaTek MT6797,1903,3039,
MediaTek MT6797T,1605,3231,
MediaTek MT6797X,2212,2854,
Mediatek MT6833,4058,2080,
Mediatek MT6833G,4430,1983,
Mediatek MT6833GP,4471,1974,
Mediatek MT6833P,3640,2200,
Mediatek MT6833V/NZA,3588,2213,
Mediatek MT6833V/PNZA,4037,2085,
Mediatek MT6833V/ZA,4287,2018,
MediaTek MT6853T,3425,2260,
Mediatek MT6853V/NZA,4049,2082,
Mediatek MT6853V/TNZA,4128,2054,
MediaTek MT6873,4087,2069,
Mediatek MT6875,5249,1835,
Mediatek MT6877,5009,1883,
Mediatek MT6877V/TTZA,4980,1885,
Mediatek MT6877V/TZA,4834,1905,
Mediatek MT6877V/ZA,4757,1915,
Mediatek MT6879V/ZA,4367,2005,
Mediatek MT6879V_T/ZA,5230,1841,
Mediatek MT6883Z/CZA,6413,1597,
Mediatek MT6889,6415,1596,
Mediatek MT6891,5412,1801,
Mediatek MT6891Z/CZA,6644,1551,
Mediatek MT6891Z_T/CZA,7294,1445,
Mediatek MT6891Z_Z/CZA,6509,1576,
Mediatek MT6893,6302,1619,
Mediatek MT6893Z_T/CZA,6427,1593,
MediaTek MT6895,7615,1393,
Mediatek MT6895Z/TCZA,6621,1555,
Mediatek MT6895Z_A/TCZA,7686,1386,
Mediatek MT6895Z_B/TCZA,7044,1484,
Mediatek MT6897,7498,1410,
MediaTek MT6983,6615,1557,
Mediatek MT6983W/CZA,9136,1241,
Mediatek MT6983Z/CZA,7726,1380,
Mediatek MT6989,10763,1122,
MediaTek MT8163,606,4202,
MediaTek MT8166B,953,3810,
MediaTek MT8167B,403,4432,
MediaTek MT8168,1029,3725,
MediaTek MT8168A,712,4075,
Mediatek MT8168B,784,3991,
Mediatek MT8175B,592,4220,
MediaTek MT8183,2551,2651,
MediaTek MT8188,3144,2385,
Mediatek MT8195,8419,1307,
Mediatek MT8365,1214,3542,
Mediatek MT8370AV/A,4107,2062,
Mediatek MT8390AV/A,4509,1963,
Mediatek MT8696,740,4046,
MediaTek MT8735B,418,4405,
Mediatek MT8765WA,564,4259,
Mediatek MT8766A,979,3784,
Mediatek MT8766B,1192,3559,
Mediatek MT8768A,1524,3299,
MediaTek MT8768CT,2031,2957,
Mediatek MT8768CX,2274,2810,
Mediatek MT8768N,2382,2748,
MediaTek MT8768WA,1693,3177,
Mediatek MT8768WE,1785,3123,
MediaTek MT8768WT,1998,2979,
Mediatek MT8771V/PZA,4414,1990,
Mediatek MT8781V/CA,4087,2070,
Mediatek MT8781V/NA,4372,2002,
Mediatek MT8786,2167,2881,
Mediatek MT8786V/CT,3300,2322,
Mediatek MT8786V/N,3168,2375,
Mediatek MT8788,3367,2292,
Mediatek MT8789,6640,1552,
Mediatek MT8789V/CT,3946,2102,
Mediatek MT8789V/T,4293,2016,
Mediatek MT8791V/TN,4972,1887,
Mediatek MT8797Z/CNZA,7260,1454,
Mediatek MT8798Z/CNZA,9110,1244,
Mediatek t50,1001,3760,
Microsoft SQ1 @ 3.0 GHz,5750,1716,
Microsoft SQ2 @ 3.15 GHz,6477,1582,
Microsoft SQ3 @ 3.0 GHz,11706,1060,
Mobile AMD Athlon 2500+,241,4648,
Mobile AMD Athlon 4 2400+,233,4664,
Mobile AMD Athlon 64 3200+,326,4532,
Mobile AMD Athlon 64 3400+,333,4521,
Mobile AMD Athlon 64 3700+,356,4483,
Mobile AMD Athlon 64 4000+,313,4550,
Mobile AMD Athlon MP-M 1800+,173,4754,
Mobile AMD Athlon MP-M 2400+,192,4726,
Mobile AMD Athlon XP-M 1600+,169,4758,
Mobile AMD Athlon XP-M 1800+,193,4721,
Mobile AMD Athlon XP-M 2000+,196,4714,
Mobile AMD Athlon XP-M 2200+,237,4657,
Mobile AMD Athlon XP-M 2400+,225,4677,
Mobile AMD Athlon XP-M 2500+,226,4675,
Mobile AMD Athlon XP-M 2600+,241,4647,
Mobile AMD Athlon XP-M 2800+,238,4655,
Mobile AMD Athlon XP-M 3000+,238,4653,
Mobile AMD Sempron 2100+,164,4764,
Mobile AMD Sempron 2600+,256,4624,
Mobile AMD Sempron 2800+,237,4658,
Mobile AMD Sempron 3000+,269,4608,
Mobile AMD Sempron 3100+,277,4597,
Mobile AMD Sempron 3200+,245,4640,
Mobile AMD Sempron 3300+,294,4572,
Mobile AMD Sempron 3400+,269,4606,
Mobile AMD Sempron 3500+,259,4623,
Mobile AMD Sempron 3600+,284,4587,
Mobile AMD Sempron 3800+,335,4512,
Mobile Intel Celeron 1.70GHz,118,4826,
Mobile Intel Celeron 1.80GHz,121,4821,
Mobile Intel Celeron 1333MHz,183,4741,
Mobile Intel Celeron 2.00GHz,133,4807,
Mobile Intel Celeron 2.20GHz,147,4789,
Mobile Intel Celeron 2.40GHz,154,4781,
Mobile Intel Pentium 4 - M 1.70GHz,121,4820,2.14
Mobile Intel Pentium 4 - M 1.80GHz,119,4824,
Mobile Intel Pentium 4 - M 2.00GHz,138,4802,
Mobile Intel Pentium 4 - M 2.20GHz,143,4792,
Mobile Intel Pentium 4 - M 2.40GHz,139,4797,
Mobile Intel Pentium 4 2.66GHz,182,4742,
Mobile Intel Pentium 4 2.80GHz,205,4700,
Mobile Intel Pentium 4 3.06GHz,220,4685,
Mobile Intel Pentium 4 3.20GHz,232,4667,
Mobile Intel Pentium 4 3.33GHz,344,4495,
Mobile Intel Pentium III - M 1200MHz,146,4790,
Mobile Intel Pentium III - M 933MHz,130,4812,
mocha,1125,3624,
Montage Jintide C4215R,14672,890,
Montage Jintide C5418Y,49045,140,
msm8960dt,306,4555,
MT3561S,723,4067,
MT5893,702,4090,
MT6580,394,4442,
MT6592,521,4308,
MT6592T,1056,3698,
MT6735M,308,4553,
MT6735P,374,4466,
MT6737H,528,4302,
MT6738,692,4104,
MT6739CH,533,4295,
MT6739WM,338,4508,
MT6750V/C,1396,3394,
MT6750V/CS,955,3807,
MT6750V/DN,1271,3483,
MT6750V/W,845,3922,
MT6750V/WS,934,3828,
MT6752,1728,3156,
MT6752M,1735,3152,
MT6755,1278,3476,
MT6755BM,1070,3685,
MT6755M,1229,3523,
MT6755V/BM,1219,3536,
MT6755V/C,1554,3272,
MT6755V/W,1608,3229,
MT6755V/WM,1090,3655,
MT6755V/WS,1389,3397,
MT6757W,1941,3009,
MT6757WD,1771,3139,
MT6757WH,1161,3593,
MT6761V/CAB,816,3951,
MT6761V/CBB,910,3849,
MT6761V/CD,784,3990,
MT6761V/WAB,816,3952,
MT6761V/WD,580,4234,
MT6762,1735,3153,
mt6762m,538,4286,
MT6762V/CR,1022,3733,
MT6763V/B,1544,3283,
MT6763V/CT,1794,3120,
MT6763V/WT,1375,3410,
MT6765,1825,3090,
MT6765H,2132,2900,
MT6765V/WA,1820,3098,
MT6765V/WB,1891,3052,
MT6768G,2838,2522,
MT6769V,2229,2847,
MT6769V/CT,2477,2688,
MT6771V/CL,3079,2413,
MT6771V/WL,2299,2797,
mt6779,2251,2826,
MT6781,3875,2123,
MT6781V/CD,3969,2096,
MT6785,3555,2219,
MT6795,1290,3466,
MT6795M,968,3797,
MT6795MM,618,4192,
MT6797D,758,4020,
MT6797M,2099,2916,
MT6833,3784,2154,
MT6833GP,3238,2342,
MT6833P,4158,2046,
MT6833V/NZA,3641,2199,
MT6833V/PNZA,4164,2044,
MT6833V/ZA,4104,2064,
MT6853V/NZA,3330,2305,
MT6853V/TNZA,3616,2204,
MT6853V/ZA,3505,2237,
MT6875,4393,1994,
MT6877T,4548,1954,
MT6877V/TTZA,5253,1831,
MT6877V/TZA,4871,1900,
MT6877V/ZA,4787,1912,
MT6883Z/CZA,5665,1742,
MT6889Z/CZA,4504,1965,
MT6891,5817,1705,
MT6891Z/CZA,6025,1681,
MT6893,5102,1864,
MT6893Z/CZA,6467,1583,
MT6893Z_A/CZA,6050,1675,
MT6893Z_B/CZA,6371,1603,
MT6893Z_C/CZA,6139,1649,
MT6893Z_D/CZA,5701,1729,
MT6893Z_Z/CZA,6485,1580,
MT6969T,2228,2848,
MT8127,429,4389,
MT8161A,818,3949,
MT8161AA,857,3900,
MT8161P,508,4322,
MT8165,950,3815,
MT8167A,478,4352,
MT8167D,532,4296,
MT8168B,1050,3707,
MT8168M,887,3875,
MT8169A,1962,2996,
MT8173,804,3968,
MT8175B,1199,3552,
MT8176,1406,3387,
MT8186,3862,2131,
MT8188JV/A,5120,1860,
MT8195AV/ZA,5735,1722,
MT8365,889,3872,
MT8395AV/ZA,2410,2726,
MT8667,3230,2347,
MT8696,738,4049,
MT8732T,1081,3672,
MT8735,495,4335,
MT8735A,655,4153,
MT8735M,388,4452,
MT8735P,572,4245,
MT8735T,704,4086,
MT8765WA,567,4251,
MT8765WB,419,4404,
MT8766A,956,3805,
MT8766B,822,3946,
MT8768CA,1912,3028,
MT8768WB,1074,3680,
MT8768WD,1122,3627,
MT8768WE,1323,3444,
MT8771V/PZA,4723,1922,
MT8783,1039,3715,
MT8786V/CA,3137,2389,
MT8786V/N,2992,2450,
MT8788,2756,2553,
MT8789V/CT,4119,2057,
MT8789V/T,4104,2065,
MT8797Z/CNZA,6550,1564,
MT9950,845,3919,
MTK6757,1158,3597,
MTK8257,842,3925,
Nakamichi,353,4487,
Nvidia Tegra T132,1224,3530,
Nvidia Tegra T210,1635,3211,
nxp IMX8MP,1020,3739,
nxp IMX8MQ,803,3969,
"Odin based on Qualcomm Technologies, Inc SM8350",6456,1587,
OMAP4 Espresso board,98,4841,
P22,1908,3033,
Pentium Dual-Core E6000 @ 3.46GHz,1472,3330,
Pentium Dual-Core T4200 @ 2.00GHz,775,4001,
Pentium Dual-Core T4300 @ 2.10GHz,901,3860,
Pentium Dual-Core T4500 @ 2.30GHz,932,3831,
QCT APQ8064 AWIFI,382,4459,
QCT APQ8064 DEB,453,4375,
QCT APQ8064 FLO,553,4273,
QCT APQ8064 MAKO,399,4438,
QCT APQ8064 MTP,389,4451,
QTI MSM8937,2142,2899,
QTI MSM8953,2065,2942,
QTI QCM2290,875,3887,
QTI QCM4290,2512,2674,
QTI QCM4490,5308,1820,
QTI QCM5430,4006,2088,
QTI QCS5430,3760,2159,
QTI QCS8550,10369,1144,
QTI SDM439,1556,3271,
QTI SDM450,1672,3187,
QTI SDM660,2850,2519,
QTI SDM845,2666,2590,
QTI SG8175P,6713,1541,
QTI SM4350,3719,2175,
QTI SM4375,3947,2101,
QTI SM4450,3918,2108,
QTI SM611,3180,2371,
QTI SM6115,2881,2502,
QTI SM6125,2904,2494,
QTI SM6150,3385,2282,
QTI SM6225,3520,2233,
QTI SM6350,4152,2047,
QTI SM6375,4184,2040,
QTI SM6450,5665,1743,
QTI SM7125,3899,2117,
QTI SM7150,3759,2161,
QTI SM7225,4302,2015,
QTI SM7250,4304,2014,
QTI SM7325,5919,1692,
QTI SM7350,5589,1759,
QTI SM7435,5603,1757,
QTI SM7450,5479,1786,
QTI SM7475,7310,1442,
QTI SM7550,6609,1558,
QTI SM7675,8597,1285,
QTI SM8150,5331,1817,
QTI SM8250,6582,1561,
QTI SM8350,6541,1569,
QTI SM8450,6385,1601,
QTI SM8475,7278,1449,
QTI SM8550,9120,1242,
QTI SM8635,8521,1297,
QTI SM8650,11519,1072,
Qualcomm,1354,3421,
Qualcomm APQ 8084 (Flattened Device Tree),720,4068,
Qualcomm APQ8026,332,4524,
Qualcomm APQ8084,603,4205,
Qualcomm MSM 8939 HUAWEI KIW-L21,1088,3658,
Qualcomm MSM 8939 HUAWEI KIW-L24,1065,3690,
Qualcomm MSM 8939 HUAWEI TEXAS-A1,1085,3664,
Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,566,4252,
Qualcomm MSM8212,378,4461,
Qualcomm MSM8226,344,4494,
Qualcomm MSM8228,332,4526,
Qualcomm MSM8626,294,4571,
Qualcomm MSM8916,424,4397,
Qualcomm MSM8917,656,4151,
Qualcomm MSM8926,286,4585,
Qualcomm MSM8928,367,4472,
Qualcomm MSM8937,1043,3712,
Qualcomm MSM8939,1180,3575,
Qualcomm MSM8953,1589,3245,
Qualcomm MSM8956,2127,2904,
Qualcomm MSM8974,719,4070,
Qualcomm MSM8974PRO-AA,672,4133,
Qualcomm MSM8974PRO-AB,686,4112,
Qualcomm MSM8974PRO-AC,644,4164,
Qualcomm MSM8992,1255,3497,
Qualcomm MSM8994,785,3989,
Qualcomm MSM8996,1424,3372,
Qualcomm MSM8996PRO-AB,1658,3195,
Qualcomm MSM8998,3520,2234,
Qualcomm QCM6490,6068,1668,
Qualcomm SC7180,3978,2094,
Qualcomm SC7180P,4558,1951,
Qualcomm SDM439,2195,2863,
Qualcomm SDM450,2836,2524,
Qualcomm SDM630,2388,2743,
Qualcomm SDM660,2444,2709,
Qualcomm SDM670,3235,2344,
Qualcomm SDM845,4409,1992,
Qualcomm SM4250,2587,2630,
Qualcomm SM4350,3575,2215,
Qualcomm SM6115,3107,2399,
Qualcomm SM6125,2916,2487,
Qualcomm SM6150,2989,2452,
Qualcomm SM6225,3801,2147,
Qualcomm SM7125,3737,2169,
Qualcomm SM7150,4138,2051,
Qualcomm SM7250,3907,2113,
Qualcomm SM7325,6077,1663,
Qualcomm SM8150,5677,1739,
Qualcomm SM8250,6734,1537,
Qualcomm SM8350,6545,1567,
Qualcomm Snapdragon 810,1316,3449,
Qualcomm Snapdragon X Elite - X1E-78-100,22608,534,
Qualcomm Snapdragon X Elite - X1E-80-100,23285,509,
Qualcomm Snapdragon X Elite - X1E-84-100,24111,483,
Qualcomm Snapdragon X Plus X1P-64-100,22195,555,
"Qualcomm Technologies, Inc",3865,2128,
"Qualcomm Technologies, Inc 450",1978,2989,
"Qualcomm Technologies, Inc APQ8009",341,4500,
"Qualcomm Technologies, Inc APQ8016",406,4421,
"Qualcomm Technologies, Inc APQ8017",520,4309,
"Qualcomm Technologies, Inc APQ8053",2149,2894,
"Qualcomm Technologies, Inc APQ8076",1673,3186,
"Qualcomm Technologies, Inc APQ8094",1564,3265,
"Qualcomm Technologies, Inc APQ8096",1708,3166,
"Qualcomm Technologies, Inc APQ8096pro",730,4060,
"Qualcomm Technologies, Inc ATOLL-AB",3475,2242,
"Qualcomm Technologies, Inc BENGAL",2445,2708,
"Qualcomm Technologies, Inc BENGAL-IOT",1912,3029,
"Qualcomm Technologies, Inc BENGALP",2614,2616,
"Qualcomm Technologies, Inc BENGALP-IOT",3127,2392,
"Qualcomm Technologies, Inc KHAJE",3405,2270,
"Qualcomm Technologies, Inc KONA",5662,1744,
"Qualcomm Technologies, Inc KONA-IOT",6282,1625,
"Qualcomm Technologies, Inc LAGOON",3418,2265,
"Qualcomm Technologies, Inc LITO",3337,2303,
"Qualcomm Technologies, Inc MSM8216",292,4575,
"Qualcomm Technologies, Inc MSM8909",291,4578,
"Qualcomm Technologies, Inc MSM8916",404,4428,
"Qualcomm Technologies, Inc MSM8917",527,4303,
"Qualcomm Technologies, Inc MSM8920",487,4341,
"Qualcomm Technologies, Inc MSM8929",560,4264,
"Qualcomm Technologies, Inc MSM8937",1099,3648,
"Qualcomm Technologies, Inc MSM8939",959,3804,
"Qualcomm Technologies, Inc MSM8952",907,3856,
"Qualcomm Technologies, Inc MSM8953",1819,3099,
"Qualcomm Technologies, Inc MSM8956",1515,3310,
"Qualcomm Technologies, Inc MSM8976",1788,3121,
"Qualcomm Technologies, Inc MSM8976SG",2057,2945,
"Qualcomm Technologies, Inc MSM8992",878,3883,
"Qualcomm Technologies, Inc MSM8994",1076,3678,
"Qualcomm Technologies, Inc MSM8996",1421,3376,
"Qualcomm Technologies, Inc MSM8996pro",1568,3262,
"Qualcomm Technologies, Inc MSM8998",2830,2526,
"Qualcomm Technologies, Inc QCM2150",409,4417,
"Qualcomm Technologies, Inc QCM6125",2775,2544,
"Qualcomm Technologies, Inc QCS610",1949,3003,
"Qualcomm Technologies, Inc QM215",458,4372,
"Qualcomm Technologies, Inc SA8195P",6554,1563,
"Qualcomm Technologies, Inc SCUBAIIOT",926,3838,
"Qualcomm Technologies, Inc SCUBAPIIOT",1123,3625,
"Qualcomm Technologies, Inc SDA429W",715,4072,
"Qualcomm Technologies, Inc SDA450",1518,3306,
"Qualcomm Technologies, Inc SDA660",2853,2516,
"Qualcomm Technologies, Inc SDM429",1011,3747,
"Qualcomm Technologies, Inc SDM439",1479,3327,
"Qualcomm Technologies, Inc SDM450",1348,3424,
"Qualcomm Technologies, Inc SDM460",2041,2952,
"Qualcomm Technologies, Inc SDM630",1921,3023,
"Qualcomm Technologies, Inc SDM632",2096,2918,
"Qualcomm Technologies, Inc SDM636",2187,2871,
"Qualcomm Technologies, Inc SDM660",2431,2716,
"Qualcomm Technologies, Inc SDM662",2237,2843,
"Qualcomm Technologies, Inc SDM665",2381,2750,
"Qualcomm Technologies, Inc SDM670",2551,2652,
"Qualcomm Technologies, Inc SDM710",2701,2572,
"Qualcomm Technologies, Inc SDM712",2581,2635,
"Qualcomm Technologies, Inc SDM720G",3285,2329,
"Qualcomm Technologies, Inc SDM730G AIE",3384,2283,
"Qualcomm Technologies, Inc SDM750G",4350,2007,
"Qualcomm Technologies, Inc SDM765G 5G",3425,2261,
"Qualcomm Technologies, Inc SDM778G",5553,1766,
"Qualcomm Technologies, Inc SDM845",3370,2287,
"Qualcomm Technologies, Inc SDMMAGPIE",3159,2377,
"Qualcomm Technologies, Inc SDMMAGPIEP",3523,2231,
"Qualcomm Technologies, Inc SM4250",2120,2907,
"Qualcomm Technologies, Inc SM4350",3087,2411,
"Qualcomm Technologies, Inc SM6125",2266,2817,
"Qualcomm Technologies, Inc SM6150",2931,2483,
"Qualcomm Technologies, Inc SM6225",2692,2575,
"Qualcomm Technologies, Inc SM6375",4266,2025,
"Qualcomm Technologies, Inc SM7125",3365,2295,
"Qualcomm Technologies, Inc SM7150",3264,2336,
"Qualcomm Technologies, Inc SM7225",3390,2278,
"Qualcomm Technologies, Inc SM7250",3459,2246,
"Qualcomm Technologies, Inc SM7325",6431,1592,
"Qualcomm Technologies, Inc SM8150",4593,1947,
"Qualcomm Technologies, Inc SM8150_Plus",4212,2036,
"Qualcomm Technologies, Inc SM8150P",4495,1968,
"Qualcomm Technologies, Inc SM8250",5857,1700,
"Qualcomm Technologies, Inc SM8250_AC",6416,1594,
"Qualcomm Technologies, Inc SM8350",6117,1655,
"Qualcomm Technologies, Inc SM8350AC",6588,1559,
"Qualcomm Technologies, Inc TRINKET",2450,2705,
"Qualcomm Technologies, Inc TRINKET-IOT",3230,2348,
"Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP",1426,3367,
"redwood based Qualcomm Technologies, Inc. SM7325",6448,1588,
"Renoir based on Qualcomm Technologies, Inc SM7350",4869,1901,
RK30board,198,4709,
rk3399,2046,2949,
rk3566,595,4215,
ROC-RK3568-PC HDMI (Android),1197,3555,
Rockchip (Device Tree),666,4139,
Rockchip RK,1246,3508,
Rockchip RK3229,244,4642,
Rockchip RK3288,708,4081,
Rockchip RK3288 (Flattened Device Tree),508,4323,
Rockchip RK3326,422,4399,
Rockchip rk3326 863 rkisp1 board,365,4473,
Rockchip rk3326 evb board,463,4367,
Rockchip RK3328,319,4536,
Rockchip RK3328 box liantong avb,491,4338,
Rockchip RK3368,827,3940,
Rockchip RK3399,2925,2485,
Rockchip RK3399 Board (Android),1456,3341,
Rockchip RK3399 EVB IND LPDDR4 Board lvds (Android,1862,3067,
Rockchip RK3399 Excavator Board edp avb (Android),1533,3291,
Rockchip RK3399 Generic Board edp (Android),391,4450,
Rockchip RK3528 DEMO4 DDR4 V10 Board,888,3873,
Rockchip RK3562,1055,3701,
Rockchip RK3566,980,3781,
Rockchip RK3566 BOX DEMO V10 ANDROID Board,1079,3673,
Rockchip RK3566 EVB1 DDR4 V10 Board,751,4032,
Rockchip RK3566 EVB2 LP4X V10 Board,951,3813,
Rockchip RK3566 EVB3 DDR3 V10 Board,994,3768,
Rockchip RK3566 HD15 Board,1160,3595,
Rockchip RK3566 RK817 TABLET LP4X Board,1010,3749,
Rockchip RK3566 RK817 TABLET RKG11 LP4 Board,686,4113,
Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board,795,3975,
Rockchip RK3568 EVB1 DDR4 V10 Board,1084,3667,
Rockchip RK3568 EVB2 LP4X V10 Board,895,3867,
Rockchip RK3568 EVB7 DDR4 V10 Board,1106,3643,
Rockchip RK3576,3885,2122,
Rockchip RK3588,4411,1991,
"rockchip,rk3328",761,4015,
"rockchip,rk3368",870,3889,
"Samsung ""Exynos 9610""",3168,2376,
Samsung A04S EUR OPEN REV03C board based on EXYNOS,2452,2704,
Samsung A13 EUR OPEN REV02B board based on EXYNOS8,1230,3522,
